02198910108249León                                              00531021007260041885100418851000000000000000000139541002331060000278600003598002831570000050000000000000000N
02198910111369Pontevedra                                        00900414010470068162500681625000000000000000000189921003420960000390600003758004180430000080000000000000000N
02198910112999Comunidad de Madrid                               04782418050090371394103713941000000000000000001282069021669460002730300014227026594120000330000000000000000N
02198910114209Guipúzcoa                                         00689222007670053704100537041000000000000000000198338002860820000222900001803003521420000070000000000000000N
02198910114999País Vasco                                        02136100023090166840801668408000000000000000000596659008799140000746400009247010994770000210000000000000000N
02198910117469Valencia                                          02078815020610160491501604915000000000000000000672660010003250000602000005370011938550000160000000000000000N
02198910101419Sevilla                                           01540907016700114229001142290000000000000000000382195006382350000408300006518008059170000120000000000000000N
02198910103999Principado de Asturias                            01112186014080089648500896485000000000000000000325928005078240000372800004853006091160000090000000000000000N
02198910108409Segovia                                           00150595002730011986800119868000000000000000000044068000733610000123000001261000883070000030000000000000000N
02198910109259Lérida                                            00352049004450028286800282868000000000000000000087586001442320000134100001113001821030000040000000000000000N
02198910107029Albacete                                          00346217004600025885500258855000000000000000000097480001573060000132200001236001958510000040000000000000000N
02198910108479Valladolid                                        00491093006790038039500380395000000000000000000145488002275580000296700002398002795880000050000000000000000N
02198910113319Navarra                                           00515766008160040871800408718000000000000000000138501002169690000296000002213002749770000050000000000000000N
02198910115309Murcia                                            01006788010870075398000753980000000000000000000294378004601760000264000003741005534430000090000000000000000N
02198910103339Asturias                                          01112186014080089648500896485000000000000000000325928005078240000372800004853006091160000090000000000000000N
02198910105359Las Palmas                                        00751269008990056280500562805000000000000000000164273002598250000178200002884003529510000070000000000000000N
02198910101049Almería                                           00442324004150032498600324986000000000000000000103568001713380000079100001646002186440000050000000000000000N
02198910106399Cantabria                                         00522664004980040538100405381000000000000000000147387002383120000282400003245002950490000050000000000000000N
02198910108059Ávila                                             00182101003100014424700144247000000000000000000058531000919940000067600001935001084110000030000000000000000N
02198910108499Zamora                                            00222006003880017967600179676000000000000000000067833001058910000113100001171001272800000030000000000000000N
02198910109089Barcelona                                         04614525052720361794803617948000000000000000001329351019772750001424100013323024294020000320000000000000000N
02198910109179Gerona                                            00488216006430038568200385682000000000000000000139541002143390000198600001654002557710000050000000000000000N
02198910118519Ceuta                                             00065151000530004135300041353000000000000000000012375000187710000027000000212000226490000010000000000000000N
02198910104999Illes Balears                                     00680933008460054893900548939000000000000000000189724002760880000297600004098003417050000060000000000000000N
02198910109439Tarragona                                         00524854006240041051400410514000000000000000000140571002153240000168400001570002717190000050000000000000000N
02198910109999Cataluña                                          05979644069840469701204697012000000000000000001697049025511700001925200017660031389950000460000000000000000N
02198910115999Región de Murcia                                  01006788010870075398000753980000000000000000000294378004601760000264000003741005534430000090000000000000000N
02198910117999Comunitat Valenciana                              03732684038740284865602848656000000000000000001190371017651150001102400012108021077810000310000000000000000N
02198910119529Melilla                                           00052388000440003398500033985000000000000000000010366000157930000015700000126000173510000010000000000000000N
02198910199999Total nacional                                    38476094442852960405529604055000000000000000010532043165438090014179500152683203518870003500000000000000000N
02198910101239Jaén                                              00646849006670048184500481845000000000000000000182251002899020000117100002858003641960000060000000000000000N
02198910101299Málaga                                            01150434009470078346900783469000000000000000000276330004268170000210700003405005080450000100000000000000000N
02198910102449Teruel                                            00149414003140011972600119726000000000000000000044587000677110000058500000731000836110000030000000000000000N
02198910108099Burgos                                            00359198006730028490300284903000000000000000000108435001661770000239800002395002011100000040000000000000000N
02198910108379Salamanca                                         00359293005790028932200289322000000000000000000117117001800960000187700001801002143210000040000000000000000N
02198910108999Castilla y León                                   02582483041750204551302045513000000000000000000766078012111790001478300016461014690520000330000000000000000N
02198910111159La Coruña                                         01109788012940087976200879762000000000000000000242035004235510000477500008012005134910000090000000000000000N
02198910111329Orense                                            00429382005070034215200342152000000000000000000094524001583840000127600002099001870400000050000000000000000N
02198910101219Huelva                                            00433995004140031986400319864000000000000000000103731001639220000094000001032002093790000050000000000000000N
02198910105389Santa Cruz de Tenerife                            00715122007050052612800526128000000000000000000135882002292260000156600003323003142400000070000000000000000N
02198910105999Canarias                                          01466391016040108893301088933000000000000000000300155004890510000334800006207006671910000140000000000000000N
02198910107199Guadalajara                                       00146316003820011565700115657000000000000000000043715000698250000079600000750000858940000030000000000000000N
02198910112289Madrid                                            04782418050090371394103713941000000000000000001282069021669460002730300014227026594120000330000000000000000N
02198910114019Álava                                             00267728003160020877400208774000000000000000000067185001056040000105900001400001367870000040000000000000000N
02198910107459Toledo                                            00486194004810037311900373119000000000000000000153619002431990000172200002873002867440000050000000000000000N
02198910101149Córdoba                                           00747505007440056234800562348000000000000000000220424003405760000156500002391004188210000070000000000000000N
02198910101189Granada                                           00783265006620059481200594812000000000000000000199531003269850000225300002362004065460000070000000000000000N
02198910102999Aragón                                            01184194018180094632100946321000000000000000000354376005309630000558800004913006538650000130000000000000000N
02198910108349Palencia                                          00189433003100014873100148731000000000000000000055238000885830000104100001088001117110000030000000000000000N
02198910110999Extremadura                                       01086420012270081814300818143000000000000000000332718004943850000288500004464006109160000110000000000000000N
02198910116999La Rioja                                          00259909004010020700900207009000000000000000000081185001187040000177500001326001460330000040000000000000000N
02198910119999Ciudad de Melilla                                 00052388000440003398500033985000000000000000000010366000157930000015700000126000173510000010000000000000000N
02198910101999Andalucía                                         06789772065310495879504958795000000000000000001699871027277210001537400024108033982720000610000000000000000N
02198910102229Huesca                                            00210094003570016922800169228000000000000000000058112000924470000105100001285001163440000030000000000000000N
02198910104079Baleares                                          00680933008460054893900548939000000000000000000189724002760880000297600004098003417050000060000000000000000N
02198910106999Cantabria                                         00522664004980040538100405381000000000000000000147387002383120000282400003245002950490000050000000000000000N
02198910107999Castilla - La Mancha                              01675731022510128451001284510000000000000000000500837007967310000610500008209009675540000200000000000000000N
02198910111279Lugo                                              00404888005020033443400334434000000000000000000085536001539660000138200001396002004750000050000000000000000N
02198910111999Galicia                                           02844472033500223797302237973000000000000000000612016010779970001133900015265013190490000270000000000000000N
02198910117039Alicante                                          01217279012730090223700902237000000000000000000376816005531560000333100004372006607290000100000000000000000N
02198910118999Ciudad de Ceuta                                   00065151000530004135300041353000000000000000000012375000187710000027000000212000226490000010000000000000000N
02198910108429Soria                                             00097743002370007952000079520000000000000000000029827000444130000067700000814000551670000030000000000000000N
02198910113999Comunidad Foral de Navarra                        00515766008160040871800408718000000000000000000138501002169690000296000002213002749770000050000000000000000N
02198910114489Vizcaya                                           01179150012260092259300922593000000000000000000331136004882280000417600006044006105480000100000000000000000N
02198910117129Castellón                                         00436590005400034150400341504000000000000000000140895002116340000167300002366002531970000050000000000000000N
