021989101199999000015002TENRIQUE GONZALEZ CERRADA                                                    000000000000000000N
021989101199999000015003TJOSE MANUEL MORENO DIAZ                                                     000000000000000000N
021989101209999000015001TLUIS ISABEL MORALES                                                         000000000000000000N
021989101209999000015002TIGNACIO BUSTOS GARCIA                                                       000000000000000000N
021989101209999000015003TJUAN FRANCISCO BONILLA ESPINOSA                                             000000000000000000N
021989101469999000014007TMARIA CARMEN ROIG MARTINEZ                                                  000000000000000000N
021989101469999000014008TMARIA JOSE SAYAS JIMENEZ                                                    000000000000000000N
021989101469999000014009TALFONSO DOMINGUEZ GENTO                                                     000000000000000000N
021989101469999000014010TMARIA DEL CONSUELO SABATER LLACER                                           000000000000000000N
021989101469999000014011TOVIDIO PALOMARES GARCIA                                                     000000000000000000N
021989101469999000014012TMARIA TERESA NARANJO ROCA                                                   000000000000000000N
021989101469999000014013TRAFAEL BESES MIGUEL                                                         000000000000000000N
021989101469999000014014TANGELA LEON CANOVAS                                                         000000000000000000N
021989101469999000014015TANTONIO SANTAMARIA CREO                                                     000000000000000000N
021989101469999000014016TMARIA CARMEN RAMIREZ FERNANDEZ                                              000000000000000000N
021989101499999000014001TFRANCISCO JAVIER GONZALEZ HERNANDEZ                                         000000000000000000N
021989101499999000014002TINMACULADA MARIA PAZ FELIPE SANCHEZ                                         000000000000000000N
021989101499999000014003TMARIA ELENA LIVIANOS GONZALEZ                                               000000000000000000N
021989101509999000014001TCLARA R REBOLLEDO GAUDES                                                    000000000000000000N
021989101509999000014002TMARIA JESUS PEREZ ESTEBAN                                                   000000000000000000N
021989101509999000014003TJUSTO MOLINA RODRIGUEZ                                                      000000000000000000N
021989101419999000025003TANTONIO ORTEGA GARCIA                                                       000000000000000000N
021989101419999000025004TJOSE TOMAS PEREZ VILLAR                                                     000000000000000000N
021989101419999000025005TMARCELINO FERNANDEZ PIÑON                                                   000000000000000000N
021989101419999000025006TMARIA ANGELES FERNANDEZ LUNA                                                000000000000000000N
021989101419999000025007TJULIAN ALVAREZ ORTEGA                                                       000000000000000000N
021989101419999000025008TJUAN ORTEGA PEREZ                                                           000000000000000000N
021989101419999000025009TMARIA PILAR LOPEZ MARTIN                                                    000000000000000000N
021989101419999000025010TJUAN PANTION RODRIGUEZ                                                      000000000000000000N
021989101419999000025011TFRANCISCO AMADOR TIRADO                                                     000000000000000000N
021989101419999000025012TDIEGO DE LOS SANTOS LOPEZ                                                   000000000000000000N
