type_elec,year,month,round (en procesos a una sola vuelta = 1),Código I.N.E. de la provincia,Código I.N.E. del municipio,Número de distrito municipal en su caso o 99 si es el total municipal,Código de la candidatura o del Senador,Votos obtenidos por la candidatura,Número de candidatos obtenidos por la candidatura
2,1982,10,1,1,1,99,7,87,0
2,1982,10,1,1,1,99,15,9,0
2,1982,10,1,1,1,99,19,2,0
2,1982,10,1,1,1,99,20,169,0
2,1982,10,1,1,1,99,21,38,0
2,1982,10,1,1,1,99,24,0,0
2,1982,10,1,1,1,99,33,0,0
2,1982,10,1,1,1,99,34,21,0
2,1982,10,1,1,1,99,37,0,0
2,1982,10,1,1,1,99,40,0,0
2,1982,10,1,1,1,99,56,4,0
2,1982,10,1,1,1,99,57,11,0
2,1982,10,1,1,1,99,69,0,0
2,1982,10,1,1,1,99,74,210,0
2,1982,10,1,1,1,99,78,4,0
2,1982,10,1,1,1,99,80,1,0
2,1982,10,1,1,1,99,82,0,0
2,1982,10,1,1,2,99,7,640,0
2,1982,10,1,1,2,99,15,86,0
2,1982,10,1,1,2,99,19,7,0
2,1982,10,1,1,2,99,20,1759,0
2,1982,10,1,1,2,99,21,387,0
2,1982,10,1,1,2,99,24,0,0
2,1982,10,1,1,2,99,33,8,0
2,1982,10,1,1,2,99,34,653,0
2,1982,10,1,1,2,99,37,0,0
2,1982,10,1,1,2,99,40,0,0
2,1982,10,1,1,2,99,56,0,0
2,1982,10,1,1,2,99,57,46,0
2,1982,10,1,1,2,99,69,0,0
2,1982,10,1,1,2,99,74,1287,0
2,1982,10,1,1,2,99,78,31,0
2,1982,10,1,1,2,99,80,2,0
2,1982,10,1,1,2,99,82,2,0
2,1982,10,1,1,3,99,7,35,0
2,1982,10,1,1,3,99,15,3,0
2,1982,10,1,1,3,99,19,0,0
2,1982,10,1,1,3,99,20,526,0
2,1982,10,1,1,3,99,21,40,0
2,1982,10,1,1,3,99,24,0,0
2,1982,10,1,1,3,99,33,0,0
2,1982,10,1,1,3,99,34,191,0
2,1982,10,1,1,3,99,37,0,0
2,1982,10,1,1,3,99,40,0,0
2,1982,10,1,1,3,99,56,1,0
2,1982,10,1,1,3,99,57,3,0
2,1982,10,1,1,3,99,69,0,0
2,1982,10,1,1,3,99,74,52,0
2,1982,10,1,1,3,99,78,2,0
2,1982,10,1,1,3,99,80,0,0
2,1982,10,1,1,3,99,82,0,0
2,1982,10,1,1,4,99,7,203,0
2,1982,10,1,1,4,99,15,9,0
2,1982,10,1,1,4,99,19,0,0
2,1982,10,1,1,4,99,20,239,0
2,1982,10,1,1,4,99,21,13,0
2,1982,10,1,1,4,99,24,0,0
2,1982,10,1,1,4,99,33,0,0
2,1982,10,1,1,4,99,34,93,0
2,1982,10,1,1,4,99,37,0,0
2,1982,10,1,1,4,99,40,0,0
2,1982,10,1,1,4,99,56,0,0
2,1982,10,1,1,4,99,57,1,0
2,1982,10,1,1,4,99,69,0,0
2,1982,10,1,1,4,99,74,102,0
2,1982,10,1,1,4,99,78,3,0
2,1982,10,1,1,4,99,80,1,0
2,1982,10,1,1,4,99,82,1,0
2,1982,10,1,1,6,99,7,41,0
2,1982,10,1,1,6,99,15,4,0
2,1982,10,1,1,6,99,19,0,0
2,1982,10,1,1,6,99,20,26,0
2,1982,10,1,1,6,99,21,3,0
2,1982,10,1,1,6,99,24,0,0
2,1982,10,1,1,6,99,33,0,0
2,1982,10,1,1,6,99,34,3,0
2,1982,10,1,1,6,99,37,0,0
2,1982,10,1,1,6,99,40,0,0
2,1982,10,1,1,6,99,56,0,0
2,1982,10,1,1,6,99,57,1,0
2,1982,10,1,1,6,99,69,0,0
2,1982,10,1,1,6,99,74,22,0
2,1982,10,1,1,6,99,78,0,0
2,1982,10,1,1,6,99,80,0,0
2,1982,10,1,1,6,99,82,0,0
2,1982,10,1,1,8,99,7,61,0
2,1982,10,1,1,8,99,15,9,0
2,1982,10,1,1,8,99,19,1,0
2,1982,10,1,1,8,99,20,115,0
2,1982,10,1,1,8,99,21,23,0
2,1982,10,1,1,8,99,24,0,0
2,1982,10,1,1,8,99,33,0,0
2,1982,10,1,1,8,99,34,28,0
2,1982,10,1,1,8,99,37,0,0
2,1982,10,1,1,8,99,40,0,0
2,1982,10,1,1,8,99,56,4,0
2,1982,10,1,1,8,99,57,1,0
2,1982,10,1,1,8,99,69,0,0
2,1982,10,1,1,8,99,74,118,0
2,1982,10,1,1,8,99,78,1,0
2,1982,10,1,1,8,99,80,2,0
2,1982,10,1,1,8,99,82,2,0
2,1982,10,1,1,9,99,7,125,0
2,1982,10,1,1,9,99,15,17,0
2,1982,10,1,1,9,99,19,2,0
2,1982,10,1,1,9,99,20,292,0
2,1982,10,1,1,9,99,21,89,0
2,1982,10,1,1,9,99,24,0,0
2,1982,10,1,1,9,99,33,3,0
2,1982,10,1,1,9,99,34,206,0
2,1982,10,1,1,9,99,37,0,0
2,1982,10,1,1,9,99,40,0,0
2,1982,10,1,1,9,99,56,2,0
2,1982,10,1,1,9,99,57,20,0
2,1982,10,1,1,9,99,69,0,0
2,1982,10,1,1,9,99,74,201,0
2,1982,10,1,1,9,99,78,3,0
2,1982,10,1,1,9,99,80,2,0
2,1982,10,1,1,9,99,82,2,0
2,1982,10,1,1,10,99,7,363,0
2,1982,10,1,1,10,99,15,26,0
2,1982,10,1,1,10,99,19,1,0
2,1982,10,1,1,10,99,20,626,0
2,1982,10,1,1,10,99,21,62,0
2,1982,10,1,1,10,99,24,0,0
2,1982,10,1,1,10,99,33,1,0
2,1982,10,1,1,10,99,34,144,0
2,1982,10,1,1,10,99,37,0,0
2,1982,10,1,1,10,99,40,0,0
2,1982,10,1,1,10,99,56,0,0
2,1982,10,1,1,10,99,57,4,0
2,1982,10,1,1,10,99,69,0,0
2,1982,10,1,1,10,99,74,175,0
2,1982,10,1,1,10,99,78,2,0
2,1982,10,1,1,10,99,80,1,0
2,1982,10,1,1,10,99,82,0,0
2,1982,10,1,1,11,99,7,78,0
2,1982,10,1,1,11,99,15,2,0
2,1982,10,1,1,11,99,19,0,0
2,1982,10,1,1,11,99,20,87,0
2,1982,10,1,1,11,99,21,11,0
2,1982,10,1,1,11,99,24,0,0
2,1982,10,1,1,11,99,33,1,0
2,1982,10,1,1,11,99,34,4,0
2,1982,10,1,1,11,99,37,0,0
2,1982,10,1,1,11,99,40,0,0
2,1982,10,1,1,11,99,56,0,0
2,1982,10,1,1,11,99,57,0,0
2,1982,10,1,1,11,99,69,0,0
2,1982,10,1,1,11,99,74,24,0
2,1982,10,1,1,11,99,78,0,0
2,1982,10,1,1,11,99,80,0,0
2,1982,10,1,1,11,99,82,0,0
2,1982,10,1,1,13,99,7,56,0
2,1982,10,1,1,13,99,15,7,0
2,1982,10,1,1,13,99,19,0,0
2,1982,10,1,1,13,99,20,169,0
2,1982,10,1,1,13,99,21,35,0
2,1982,10,1,1,13,99,24,0,0
2,1982,10,1,1,13,99,33,0,0
2,1982,10,1,1,13,99,34,26,0
2,1982,10,1,1,13,99,37,0,0
2,1982,10,1,1,13,99,40,0,0
2,1982,10,1,1,13,99,56,0,0
2,1982,10,1,1,13,99,57,0,0
2,1982,10,1,1,13,99,69,0,0
2,1982,10,1,1,13,99,74,36,0
2,1982,10,1,1,13,99,78,5,0
2,1982,10,1,1,13,99,80,0,0
2,1982,10,1,1,13,99,82,0,0
2,1982,10,1,1,14,99,7,83,0
2,1982,10,1,1,14,99,15,7,0
2,1982,10,1,1,14,99,19,0,0
2,1982,10,1,1,14,99,20,84,0
2,1982,10,1,1,14,99,21,21,0
2,1982,10,1,1,14,99,24,0,0
2,1982,10,1,1,14,99,33,1,0
2,1982,10,1,1,14,99,34,9,0
2,1982,10,1,1,14,99,37,0,0
2,1982,10,1,1,14,99,40,0,0
2,1982,10,1,1,14,99,56,0,0
2,1982,10,1,1,14,99,57,2,0
2,1982,10,1,1,14,99,69,0,0
2,1982,10,1,1,14,99,74,34,0
2,1982,10,1,1,14,99,78,0,0
2,1982,10,1,1,14,99,80,0,0
2,1982,10,1,1,14,99,82,2,0
2,1982,10,1,1,16,99,7,114,0
2,1982,10,1,1,16,99,15,31,0
2,1982,10,1,1,16,99,19,3,0
2,1982,10,1,1,16,99,20,92,0
2,1982,10,1,1,16,99,21,10,0
2,1982,10,1,1,16,99,24,0,0
2,1982,10,1,1,16,99,33,0,0
2,1982,10,1,1,16,99,34,24,0
2,1982,10,1,1,16,99,37,0,0
2,1982,10,1,1,16,99,40,0,0
2,1982,10,1,1,16,99,56,1,0
2,1982,10,1,1,16,99,57,1,0
2,1982,10,1,1,16,99,69,0,0
2,1982,10,1,1,16,99,74,56,0
2,1982,10,1,1,16,99,78,0,0
2,1982,10,1,1,16,99,80,1,0
2,1982,10,1,1,16,99,82,2,0
2,1982,10,1,1,17,99,7,260,0
2,1982,10,1,1,17,99,15,20,0
2,1982,10,1,1,17,99,19,1,0
2,1982,10,1,1,17,99,20,236,0
2,1982,10,1,1,17,99,21,67,0
2,1982,10,1,1,17,99,24,0,0
2,1982,10,1,1,17,99,33,0,0
2,1982,10,1,1,17,99,34,54,0
2,1982,10,1,1,17,99,37,0,0
2,1982,10,1,1,17,99,40,0,0
2,1982,10,1,1,17,99,56,0,0
2,1982,10,1,1,17,99,57,1,0
2,1982,10,1,1,17,99,69,0,0
2,1982,10,1,1,17,99,74,153,0
2,1982,10,1,1,17,99,78,2,0
2,1982,10,1,1,17,99,80,0,0
2,1982,10,1,1,17,99,82,3,0
2,1982,10,1,1,18,99,7,50,0
2,1982,10,1,1,18,99,15,5,0
2,1982,10,1,1,18,99,19,0,0
2,1982,10,1,1,18,99,20,183,0
2,1982,10,1,1,18,99,21,28,0
2,1982,10,1,1,18,99,24,0,0
2,1982,10,1,1,18,99,33,1,0
2,1982,10,1,1,18,99,34,53,0
2,1982,10,1,1,18,99,37,0,0
2,1982,10,1,1,18,99,40,0,0
2,1982,10,1,1,18,99,56,2,0
2,1982,10,1,1,18,99,57,0,0
2,1982,10,1,1,18,99,69,0,0
2,1982,10,1,1,18,99,74,80,0
2,1982,10,1,1,18,99,78,2,0
2,1982,10,1,1,18,99,80,0,0
2,1982,10,1,1,18,99,82,0,0
2,1982,10,1,1,19,99,7,28,0
2,1982,10,1,1,19,99,15,5,0
2,1982,10,1,1,19,99,19,0,0
2,1982,10,1,1,19,99,20,86,0
2,1982,10,1,1,19,99,21,7,0
2,1982,10,1,1,19,99,24,0,0
2,1982,10,1,1,19,99,33,0,0
2,1982,10,1,1,19,99,34,5,0
2,1982,10,1,1,19,99,37,0,0
2,1982,10,1,1,19,99,40,0,0
2,1982,10,1,1,19,99,56,0,0
2,1982,10,1,1,19,99,57,1,0
2,1982,10,1,1,19,99,69,0,0
2,1982,10,1,1,19,99,74,2,0
2,1982,10,1,1,19,99,78,0,0
2,1982,10,1,1,19,99,80,0,0
2,1982,10,1,1,19,99,82,0,0
2,1982,10,1,1,20,99,7,47,0
2,1982,10,1,1,20,99,15,8,0
2,1982,10,1,1,20,99,19,2,0
2,1982,10,1,1,20,99,20,49,0
2,1982,10,1,1,20,99,21,12,0
2,1982,10,1,1,20,99,24,0,0
2,1982,10,1,1,20,99,33,4,0
2,1982,10,1,1,20,99,34,24,0
2,1982,10,1,1,20,99,37,0,0
2,1982,10,1,1,20,99,40,0,0
2,1982,10,1,1,20,99,56,0,0
2,1982,10,1,1,20,99,57,3,0
2,1982,10,1,1,20,99,69,0,0
2,1982,10,1,1,20,99,74,43,0
2,1982,10,1,1,20,99,78,5,0
2,1982,10,1,1,20,99,80,1,0
2,1982,10,1,1,20,99,82,0,0
2,1982,10,1,1,21,99,7,26,0
2,1982,10,1,1,21,99,15,2,0
2,1982,10,1,1,21,99,19,0,0
2,1982,10,1,1,21,99,20,55,0
2,1982,10,1,1,21,99,21,12,0
2,1982,10,1,1,21,99,24,0,0
2,1982,10,1,1,21,99,33,0,0
2,1982,10,1,1,21,99,34,4,0
2,1982,10,1,1,21,99,37,0,0
2,1982,10,1,1,21,99,40,0,0
2,1982,10,1,1,21,99,56,1,0
2,1982,10,1,1,21,99,57,0,0
2,1982,10,1,1,21,99,69,0,0
2,1982,10,1,1,21,99,74,17,0
2,1982,10,1,1,21,99,78,1,0
2,1982,10,1,1,21,99,80,0,0
2,1982,10,1,1,21,99,82,1,0
2,1982,10,1,1,22,99,7,161,0
2,1982,10,1,1,22,99,15,19,0
2,1982,10,1,1,22,99,19,1,0
2,1982,10,1,1,22,99,20,127,0
2,1982,10,1,1,22,99,21,15,0
2,1982,10,1,1,22,99,24,0,0
2,1982,10,1,1,22,99,33,3,0
2,1982,10,1,1,22,99,34,9,0
2,1982,10,1,1,22,99,37,0,0
2,1982,10,1,1,22,99,40,0,0
2,1982,10,1,1,22,99,56,0,0
2,1982,10,1,1,22,99,57,12,0
2,1982,10,1,1,22,99,69,0,0
2,1982,10,1,1,22,99,74,283,0
2,1982,10,1,1,22,99,78,2,0
2,1982,10,1,1,22,99,80,0,0
2,1982,10,1,1,22,99,82,0,0
2,1982,10,1,1,23,99,7,87,0
2,1982,10,1,1,23,99,15,11,0
2,1982,10,1,1,23,99,19,0,0
2,1982,10,1,1,23,99,20,114,0
2,1982,10,1,1,23,99,21,5,0
2,1982,10,1,1,23,99,24,0,0
2,1982,10,1,1,23,99,33,1,0
2,1982,10,1,1,23,99,34,11,0
2,1982,10,1,1,23,99,37,0,0
2,1982,10,1,1,23,99,40,0,0
2,1982,10,1,1,23,99,56,0,0
2,1982,10,1,1,23,99,57,2,0
2,1982,10,1,1,23,99,69,0,0
2,1982,10,1,1,23,99,74,26,0
2,1982,10,1,1,23,99,78,0,0
2,1982,10,1,1,23,99,80,0,0
2,1982,10,1,1,23,99,82,1,0
2,1982,10,1,1,26,99,7,707,0
2,1982,10,1,1,26,99,15,170,0
2,1982,10,1,1,26,99,19,6,0
2,1982,10,1,1,26,99,20,1227,0
2,1982,10,1,1,26,99,21,276,0
2,1982,10,1,1,26,99,24,0,0
2,1982,10,1,1,26,99,33,4,0
2,1982,10,1,1,26,99,34,863,0
2,1982,10,1,1,26,99,37,0,0
2,1982,10,1,1,26,99,40,0,0
2,1982,10,1,1,26,99,56,4,0
2,1982,10,1,1,26,99,57,56,0
2,1982,10,1,1,26,99,69,0,0
2,1982,10,1,1,26,99,74,1544,0
2,1982,10,1,1,26,99,78,35,0
2,1982,10,1,1,26,99,80,5,0
2,1982,10,1,1,26,99,82,11,0
2,1982,10,1,1,27,99,7,68,0
2,1982,10,1,1,27,99,15,45,0
2,1982,10,1,1,27,99,19,0,0
2,1982,10,1,1,27,99,20,94,0
2,1982,10,1,1,27,99,21,16,0
2,1982,10,1,1,27,99,24,0,0
2,1982,10,1,1,27,99,33,0,0
2,1982,10,1,1,27,99,34,18,0
2,1982,10,1,1,27,99,37,0,0
2,1982,10,1,1,27,99,40,0,0
2,1982,10,1,1,27,99,56,0,0
2,1982,10,1,1,27,99,57,1,0
2,1982,10,1,1,27,99,69,0,0
2,1982,10,1,1,27,99,74,28,0
2,1982,10,1,1,27,99,78,0,0
2,1982,10,1,1,27,99,80,1,0
2,1982,10,1,1,27,99,82,0,0
2,1982,10,1,1,28,99,7,228,0
2,1982,10,1,1,28,99,15,19,0
2,1982,10,1,1,28,99,19,2,0
2,1982,10,1,1,28,99,20,84,0
2,1982,10,1,1,28,99,21,9,0
2,1982,10,1,1,28,99,24,0,0
2,1982,10,1,1,28,99,33,2,0
2,1982,10,1,1,28,99,34,23,0
2,1982,10,1,1,28,99,37,0,0
2,1982,10,1,1,28,99,40,0,0
2,1982,10,1,1,28,99,56,0,0
2,1982,10,1,1,28,99,57,22,0
2,1982,10,1,1,28,99,69,0,0
2,1982,10,1,1,28,99,74,168,0
2,1982,10,1,1,28,99,78,3,0
2,1982,10,1,1,28,99,80,0,0
2,1982,10,1,1,28,99,82,1,0
2,1982,10,1,1,30,99,7,64,0
2,1982,10,1,1,30,99,15,9,0
2,1982,10,1,1,30,99,19,0,0
2,1982,10,1,1,30,99,20,25,0
2,1982,10,1,1,30,99,21,15,0
2,1982,10,1,1,30,99,24,0,0
2,1982,10,1,1,30,99,33,0,0
2,1982,10,1,1,30,99,34,2,0
2,1982,10,1,1,30,99,37,0,0
2,1982,10,1,1,30,99,40,0,0
2,1982,10,1,1,30,99,56,0,0
2,1982,10,1,1,30,99,57,2,0
2,1982,10,1,1,30,99,69,0,0
2,1982,10,1,1,30,99,74,19,0
2,1982,10,1,1,30,99,78,1,0
2,1982,10,1,1,30,99,80,0,0
2,1982,10,1,1,30,99,82,0,0
2,1982,10,1,1,31,99,7,497,0
2,1982,10,1,1,31,99,15,22,0
2,1982,10,1,1,31,99,19,1,0
2,1982,10,1,1,31,99,20,240,0
2,1982,10,1,1,31,99,21,35,0
2,1982,10,1,1,31,99,24,0,0
2,1982,10,1,1,31,99,33,1,0
2,1982,10,1,1,31,99,34,65,0
2,1982,10,1,1,31,99,37,0,0
2,1982,10,1,1,31,99,40,0,0
2,1982,10,1,1,31,99,56,3,0
2,1982,10,1,1,31,99,57,1,0
2,1982,10,1,1,31,99,69,0,0
2,1982,10,1,1,31,99,74,159,0
2,1982,10,1,1,31,99,78,3,0
2,1982,10,1,1,31,99,80,2,0
2,1982,10,1,1,31,99,82,1,0
2,1982,10,1,1,32,99,7,146,0
2,1982,10,1,1,32,99,15,20,0
2,1982,10,1,1,32,99,19,0,0
2,1982,10,1,1,32,99,20,92,0
2,1982,10,1,1,32,99,21,16,0
2,1982,10,1,1,32,99,24,0,0
2,1982,10,1,1,32,99,33,0,0
2,1982,10,1,1,32,99,34,14,0
2,1982,10,1,1,32,99,37,0,0
2,1982,10,1,1,32,99,40,0,0
2,1982,10,1,1,32,99,56,1,0
2,1982,10,1,1,32,99,57,0,0
2,1982,10,1,1,32,99,69,0,0
2,1982,10,1,1,32,99,74,108,0
2,1982,10,1,1,32,99,78,1,0
2,1982,10,1,1,32,99,80,2,0
2,1982,10,1,1,32,99,82,1,0
2,1982,10,1,1,33,99,7,135,0
2,1982,10,1,1,33,99,15,6,0
2,1982,10,1,1,33,99,19,0,0
2,1982,10,1,1,33,99,20,239,0
2,1982,10,1,1,33,99,21,6,0
2,1982,10,1,1,33,99,24,0,0
2,1982,10,1,1,33,99,33,0,0
2,1982,10,1,1,33,99,34,14,0
2,1982,10,1,1,33,99,37,0,0
2,1982,10,1,1,33,99,40,0,0
2,1982,10,1,1,33,99,56,0,0
2,1982,10,1,1,33,99,57,13,0
2,1982,10,1,1,33,99,69,0,0
2,1982,10,1,1,33,99,74,101,0
2,1982,10,1,1,33,99,78,2,0
2,1982,10,1,1,33,99,80,0,0
2,1982,10,1,1,33,99,82,0,0
2,1982,10,1,1,34,99,7,22,0
2,1982,10,1,1,34,99,15,1,0
2,1982,10,1,1,34,99,19,0,0
2,1982,10,1,1,34,99,20,56,0
2,1982,10,1,1,34,99,21,10,0
2,1982,10,1,1,34,99,24,0,0
2,1982,10,1,1,34,99,33,1,0
2,1982,10,1,1,34,99,34,5,0
2,1982,10,1,1,34,99,37,0,0
2,1982,10,1,1,34,99,40,0,0
2,1982,10,1,1,34,99,56,0,0
2,1982,10,1,1,34,99,57,0,0
2,1982,10,1,1,34,99,69,0,0
2,1982,10,1,1,34,99,74,35,0
2,1982,10,1,1,34,99,78,0,0
2,1982,10,1,1,34,99,80,0,0
2,1982,10,1,1,34,99,82,0,0
2,1982,10,1,1,36,99,7,919,0
2,1982,10,1,1,36,99,15,209,0
2,1982,10,1,1,36,99,19,6,0
2,1982,10,1,1,36,99,20,1643,0
2,1982,10,1,1,36,99,21,329,0
2,1982,10,1,1,36,99,24,0,0
2,1982,10,1,1,36,99,33,9,0
2,1982,10,1,1,36,99,34,1089,0
2,1982,10,1,1,36,99,37,0,0
2,1982,10,1,1,36,99,40,0,0
2,1982,10,1,1,36,99,56,6,0
2,1982,10,1,1,36,99,57,67,0
2,1982,10,1,1,36,99,69,0,0
2,1982,10,1,1,36,99,74,2034,0
2,1982,10,1,1,36,99,78,35,0
2,1982,10,1,1,36,99,80,4,0
2,1982,10,1,1,36,99,82,6,0
2,1982,10,1,1,37,99,7,110,0
2,1982,10,1,1,37,99,15,32,0
2,1982,10,1,1,37,99,19,1,0
2,1982,10,1,1,37,99,20,205,0
2,1982,10,1,1,37,99,21,15,0
2,1982,10,1,1,37,99,24,0,0
2,1982,10,1,1,37,99,33,2,0
2,1982,10,1,1,37,99,34,24,0
2,1982,10,1,1,37,99,37,0,0
2,1982,10,1,1,37,99,40,0,0
2,1982,10,1,1,37,99,56,1,0
2,1982,10,1,1,37,99,57,2,0
2,1982,10,1,1,37,99,69,0,0
2,1982,10,1,1,37,99,74,77,0
2,1982,10,1,1,37,99,78,2,0
2,1982,10,1,1,37,99,80,1,0
2,1982,10,1,1,37,99,82,1,0
2,1982,10,1,1,39,99,7,79,0
2,1982,10,1,1,39,99,15,0,0
2,1982,10,1,1,39,99,19,0,0
2,1982,10,1,1,39,99,20,41,0
2,1982,10,1,1,39,99,21,4,0
2,1982,10,1,1,39,99,24,0,0
2,1982,10,1,1,39,99,33,0,0
2,1982,10,1,1,39,99,34,5,0
2,1982,10,1,1,39,99,37,0,0
2,1982,10,1,1,39,99,40,0,0
2,1982,10,1,1,39,99,56,0,0
2,1982,10,1,1,39,99,57,1,0
2,1982,10,1,1,39,99,69,0,0
2,1982,10,1,1,39,99,74,93,0
2,1982,10,1,1,39,99,78,1,0
2,1982,10,1,1,39,99,80,0,0
2,1982,10,1,1,39,99,82,0,0
2,1982,10,1,1,41,99,7,62,0
2,1982,10,1,1,41,99,15,8,0
2,1982,10,1,1,41,99,19,0,0
2,1982,10,1,1,41,99,20,33,0
2,1982,10,1,1,41,99,21,1,0
2,1982,10,1,1,41,99,24,0,0
2,1982,10,1,1,41,99,33,0,0
2,1982,10,1,1,41,99,34,0,0
2,1982,10,1,1,41,99,37,0,0
2,1982,10,1,1,41,99,40,0,0
2,1982,10,1,1,41,99,56,0,0
2,1982,10,1,1,41,99,57,0,0
2,1982,10,1,1,41,99,69,0,0
2,1982,10,1,1,41,99,74,11,0
2,1982,10,1,1,41,99,78,0,0
2,1982,10,1,1,41,99,80,0,0
2,1982,10,1,1,41,99,82,0,0
2,1982,10,1,1,42,99,7,67,0
2,1982,10,1,1,42,99,15,3,0
2,1982,10,1,1,42,99,19,0,0
2,1982,10,1,1,42,99,20,260,0
2,1982,10,1,1,42,99,21,9,0
2,1982,10,1,1,42,99,24,0,0
2,1982,10,1,1,42,99,33,1,0
2,1982,10,1,1,42,99,34,90,0
2,1982,10,1,1,42,99,37,0,0
2,1982,10,1,1,42,99,40,0,0
2,1982,10,1,1,42,99,56,0,0
2,1982,10,1,1,42,99,57,0,0
2,1982,10,1,1,42,99,69,0,0
2,1982,10,1,1,42,99,74,27,0
2,1982,10,1,1,42,99,78,3,0
2,1982,10,1,1,42,99,80,0,0
2,1982,10,1,1,42,99,82,0,0
2,1982,10,1,1,43,99,7,478,0
2,1982,10,1,1,43,99,15,34,0
2,1982,10,1,1,43,99,19,0,0
2,1982,10,1,1,43,99,20,230,0
2,1982,10,1,1,43,99,21,48,0
2,1982,10,1,1,43,99,24,0,0
2,1982,10,1,1,43,99,33,4,0
2,1982,10,1,1,43,99,34,89,0
2,1982,10,1,1,43,99,37,0,0
2,1982,10,1,1,43,99,40,0,0
2,1982,10,1,1,43,99,56,0,0
2,1982,10,1,1,43,99,57,12,0
2,1982,10,1,1,43,99,69,0,0
2,1982,10,1,1,43,99,74,507,0
2,1982,10,1,1,43,99,78,8,0
2,1982,10,1,1,43,99,80,2,0
2,1982,10,1,1,43,99,82,4,0
2,1982,10,1,1,44,99,7,43,0
2,1982,10,1,1,44,99,15,0,0
2,1982,10,1,1,44,99,19,0,0
2,1982,10,1,1,44,99,20,43,0
2,1982,10,1,1,44,99,21,11,0
2,1982,10,1,1,44,99,24,0,0
2,1982,10,1,1,44,99,33,0,0
2,1982,10,1,1,44,99,34,8,0
2,1982,10,1,1,44,99,37,0,0
2,1982,10,1,1,44,99,40,0,0
2,1982,10,1,1,44,99,56,0,0
2,1982,10,1,1,44,99,57,0,0
2,1982,10,1,1,44,99,69,0,0
2,1982,10,1,1,44,99,74,13,0
2,1982,10,1,1,44,99,78,0,0
2,1982,10,1,1,44,99,80,0,0
2,1982,10,1,1,44,99,82,2,0
2,1982,10,1,1,46,99,7,105,0
2,1982,10,1,1,46,99,15,7,0
2,1982,10,1,1,46,99,19,0,0
2,1982,10,1,1,46,99,20,103,0
2,1982,10,1,1,46,99,21,19,0
2,1982,10,1,1,46,99,24,0,0
2,1982,10,1,1,46,99,33,2,0
2,1982,10,1,1,46,99,34,26,0
2,1982,10,1,1,46,99,37,0,0
2,1982,10,1,1,46,99,40,0,0
2,1982,10,1,1,46,99,56,0,0
2,1982,10,1,1,46,99,57,1,0
2,1982,10,1,1,46,99,69,0,0
2,1982,10,1,1,46,99,74,61,0
2,1982,10,1,1,46,99,78,4,0
2,1982,10,1,1,46,99,80,0,0
2,1982,10,1,1,46,99,82,5,0
2,1982,10,1,1,47,99,7,75,0
2,1982,10,1,1,47,99,15,41,0
2,1982,10,1,1,47,99,19,0,0
2,1982,10,1,1,47,99,20,56,0
2,1982,10,1,1,47,99,21,6,0
2,1982,10,1,1,47,99,24,0,0
2,1982,10,1,1,47,99,33,0,0
2,1982,10,1,1,47,99,34,9,0
2,1982,10,1,1,47,99,37,0,0
2,1982,10,1,1,47,99,40,0,0
2,1982,10,1,1,47,99,56,3,0
2,1982,10,1,1,47,99,57,4,0
2,1982,10,1,1,47,99,69,0,0
2,1982,10,1,1,47,99,74,86,0
2,1982,10,1,1,47,99,78,2,0
2,1982,10,1,1,47,99,80,3,0
2,1982,10,1,1,47,99,82,0,0
2,1982,10,1,1,49,99,7,40,0
2,1982,10,1,1,49,99,15,0,0
2,1982,10,1,1,49,99,19,0,0
2,1982,10,1,1,49,99,20,77,0
2,1982,10,1,1,49,99,21,4,0
2,1982,10,1,1,49,99,24,0,0
2,1982,10,1,1,49,99,33,0,0
2,1982,10,1,1,49,99,34,6,0
2,1982,10,1,1,49,99,37,0,0
2,1982,10,1,1,49,99,40,0,0
2,1982,10,1,1,49,99,56,1,0
2,1982,10,1,1,49,99,57,1,0
2,1982,10,1,1,49,99,69,0,0
2,1982,10,1,1,49,99,74,15,0
2,1982,10,1,1,49,99,78,0,0
2,1982,10,1,1,49,99,80,0,0
2,1982,10,1,1,49,99,82,0,0
2,1982,10,1,1,51,99,7,180,0
2,1982,10,1,1,51,99,15,82,0
2,1982,10,1,1,51,99,19,7,0
2,1982,10,1,1,51,99,20,556,0
2,1982,10,1,1,51,99,21,114,0
2,1982,10,1,1,51,99,24,0,0
2,1982,10,1,1,51,99,33,9,0
2,1982,10,1,1,51,99,34,312,0
2,1982,10,1,1,51,99,37,0,0
2,1982,10,1,1,51,99,40,0,0
2,1982,10,1,1,51,99,56,1,0
2,1982,10,1,1,51,99,57,28,0
2,1982,10,1,1,51,99,69,0,0
2,1982,10,1,1,51,99,74,662,0
2,1982,10,1,1,51,99,78,37,0
2,1982,10,1,1,51,99,80,1,0
2,1982,10,1,1,51,99,82,8,0
2,1982,10,1,1,52,99,7,21,0
2,1982,10,1,1,52,99,15,4,0
2,1982,10,1,1,52,99,19,0,0
2,1982,10,1,1,52,99,20,45,0
2,1982,10,1,1,52,99,21,4,0
2,1982,10,1,1,52,99,24,0,0
2,1982,10,1,1,52,99,33,0,0
2,1982,10,1,1,52,99,34,15,0
2,1982,10,1,1,52,99,37,0,0
2,1982,10,1,1,52,99,40,0,0
2,1982,10,1,1,52,99,56,0,0
2,1982,10,1,1,52,99,57,8,0
2,1982,10,1,1,52,99,69,0,0
2,1982,10,1,1,52,99,74,53,0
