02199306103999Principado de Asturias                            01093937014230092039000920390000000000000000000375866005590630000630600002862006850750000090000000000000000N
02199306104079Baleares                                          00709138009010057171200571712000000000000000000235875003220380000348500002316004090600000070000000000000000N
02199306106399Cantabria                                         00527326005170042037600420376000000000000000000159993002589970000425200002675003250920000050000000000000000N
02199306108429Soria                                             00094544002420007914300079143000000000000000000032478000462410000084400000578000575770000030000000000000000N
02199306109089Barcelona                                         04654745055610375246103752461000000000000000001566587022180370001822900010291028140310000320000000000000000N
02199306119999Ciudad de Melilla                                 00056600000470004010500040105000000000000000000013750000201470000032500000115000260860000010000000000000000N
02199306101049Almería                                           00455539004780034915800349158000000000000000000135285002035360000115300001167002622230000050000000000000000N
02199306102229Huesca                                            00207818003700017332500173325000000000000000000072137001054190000103300000865001322670000030000000000000000N
02199306105389Santa Cruz de Tenerife                            00725815007750058651600586516000000000000000000170106002906060000207600002667003872530000070000000000000000N
02199306108379Salamanca                                         00357867005810029874600298746000000000000000000131174001946600000277500001612002318890000040000000000000000N
02199306111279Lugo                                              00384365005490032567400325674000000000000000000093855001585030000176600001628002241290000050000000000000000N
02199306108059Ávila                                             00173576003370014412700144127000000000000000000065566000962260000089400001035001133190000030000000000000000N
02199306108999Castilla y León                                   02544496043060209710502097105000000000000000000896120013303520001900100012335016100470000330000000000000000N
02199306110109Cáceres                                           00411115005180032926000329260000000000000000000153706002136790000140300001255002580800000050000000000000000N
02199306101299Málaga                                            01160843011060087377700873777000000000000000000358707005207030000309300003366006318080000100000000000000000N
02199306107459Toledo                                            00489543005240038660200386602000000000000000000178299002697740000230500002111003182160000050000000000000000N
02199306110069Badajoz                                           00650388007510050230400502304000000000000000000237371003309330000220600001939004042280000060000000000000000N
02199306111329Orense                                            00353491005170032869000328690000000000000000000110440001718590000147200001061002152990000040000000000000000N
02199306111369Pontevedra                                        00896847010740071866600718666000000000000000000250433003913950000438800002999005027330000080000000000000000N
02199306101999Andalucía                                         06940565071380528748605287486000000000000000002206609032293250002074200017412039906840000610000000000000000N
02199306108479Valladolid                                        00494243006900040096800400968000000000000000000178908002626970000399100002357003164770000050000000000000000N
02199306108499Zamora                                            00213440003970017952800179528000000000000000000075976001124370000143700000903001351520000030000000000000000N
02199306110999Extremadura                                       01061503012690083156400831564000000000000000000391077005446120000360900003194006623040000110000000000000000N
02199306114019Álava                                             00272447003370022215200222152000000000000000000082096001208500000222300001203001544530000040000000000000000N
02199306115309Murcia                                            01045601011560080918600809186000000000000000000382174005309010000343300003418006531010000090000000000000000N
02199306101119Cádiz                                             01078404010440079852200798522000000000000000000311094004566210000305400003415005587450000090000000000000000N
02199306101149Córdoba                                           00754452007990058262400582624000000000000000000269036003684700000230100001625004652970000070000000000000000N
02199306101219Huelva                                            00443476004170034080500340805000000000000000000124330001924980000118500000841002466560000050000000000000000N
02199306102449Teruel                                            00143725003270011957800119578000000000000000000048483000700360000059700000594000894870000030000000000000000N
02199306111159La Coruña                                         01096966013140091996700919967000000000000000000305384004951040000613600005938006293070000090000000000000000N
02199306114209Guipúzcoa                                         00676488008190055986100559861000000000000000000207404002922930000877500002549003632480000060000000000000000N
02199306115999Región de Murcia                                  01045601011560080918600809186000000000000000000382174005309010000343300003418006531010000090000000000000000N
02199306101239Jaén                                              00637633006880049551300495513000000000000000000220427003170130000168300001397003982290000060000000000000000N
02199306102999Aragón                                            01188610019330097895000978950000000000000000000436080006095500000551300004492007551080000130000000000000000N
02199306105359Las Palmas                                        00767969009700059698400596984000000000000000000196388003146680000302900003462004171600000070000000000000000N
02199306105999Canarias                                          01493784017450118350001183500000000000000000000366494006052740000510500006129008044130000140000000000000000N
02199306109259Lleida                                            00353506004600029098300290983000000000000000000109103001596910000161800001316002095990000040000000000000000N
02199306111999Galicia                                           02731669034540229299702292997000000000000000000760112012168610001376200011626015714680000260000000000000000N
02199306112999Comunidad de Madrid                               04947799051910397706203977062000000000000000001601346025274350003055400012361030955960000340000000000000000N
02199306107029Albacete                                          00342519005070027253600272536000000000000000000125191001810600000184300001214002214920000040000000000000000N
